speaker,start_time,end_time,emotion,scores,text
SAM,00:01:32,00:01:43,angry,"{'angry': 0.8308708667755127, 'calm': 0.0004929081187583506, 'disgust': 0.013662180863320827, 'fearful': 0.007568228058516979, 'happy': 0.14465907216072083, 'sad': 0.0001680532150203362, 'surprised': 0.002578669460490346}","Correct! One of our goblets is from a fresh bottle of wine. The other was poured directly from my cursed flask, but which is which? The battle of wits has begun."
LIAM,00:01:43,00:01:46,disgust,"{'angry': 0.01223736722022295, 'calm': 0.002059727441519499, 'disgust': 0.7084249258041382, 'fearful': 0.14089548587799072, 'happy': 0.02185099758207798, 'sad': 0.11061261594295502, 'surprised': 0.0039189402014017105}","I mean, you pour the poison on mine, right?"
SAM,00:01:46,00:02:00,fearful,"{'angry': 0.009337054565548897, 'calm': 0.000546089606359601, 'disgust': 0.003305339254438877, 'fearful': 0.9500354528427124, 'happy': 0.030480965971946716, 'sad': 0.0051025403663516045, 'surprised': 0.0011925128055736423}","Did I? Am I the sort of man who would pour poison into his own goblet or his enemy? A clever man would put the poison in his own goblet because he knows that only a great fool would reach for what's given, but you are not a great fool. So clearly you should not choose the one in front of you."
LIAM,00:02:00,00:02:05,happy,"{'angry': 0.0024520670995116234, 'calm': 0.0009715673513710499, 'disgust': 0.002780896844342351, 'fearful': 0.09959937632083893, 'happy': 0.8774970173835754, 'sad': 0.0013172430917620659, 'surprised': 0.01538196112960577}","Yeah, but we can't switch glasses. Got the whole social distancing thing."
SAM,00:02:05,00:02:16,happy,"{'angry': 0.004868546966463327, 'calm': 0.00046471995301544666, 'disgust': 0.0011820036452263594, 'fearful': 0.013305719010531902, 'happy': 0.9774873852729797, 'sad': 0.0001237750839209184, 'surprised': 0.002567928284406662}","Which a man like me would have taken into account! So clearly you cannot trust the goblet in front of you because I know you won't trust the goblet, then clearly I can not trust the goblet in front of me."
LIAM,00:02:16,00:02:19,sad,"{'angry': 0.0019911890849471092, 'calm': 0.07157604396343231, 'disgust': 0.17870616912841797, 'fearful': 0.02427462488412857, 'happy': 0.0037509582471102476, 'sad': 0.7185655832290649, 'surprised': 0.001135487575083971}",This... This bit is dumb.
SAM,00:02:19,00:02:34,fearful,"{'angry': 0.10425695031881332, 'calm': 0.0008276970474980772, 'disgust': 0.014642001129686832, 'fearful': 0.6878010034561157, 'happy': 0.18751031160354614, 'sad': 0.0032717513386160135, 'surprised': 0.0016902886563912034}","It gets dumber! If the flask wine is in front of me and we aren't allowed to trade places, then Ravensburger would be sponsoring me to drink my own disgusting, sewage-flavored flask juice, and Ravensburger doesn't want to sponsor that. No one does."
LIAM,00:02:34,00:02:38,happy,"{'angry': 0.3961482644081116, 'calm': 0.0008458072552457452, 'disgust': 0.015063315629959106, 'fearful': 0.008557606488466263, 'happy': 0.5763395428657532, 'sad': 0.00016980658983811736, 'surprised': 0.0028756321407854557}","All right, you're just stalling now, okay? Mine is definitely the nasty one, obviously."
SAM,00:02:38,00:02:45,happy,"{'angry': 0.0033085783943533897, 'calm': 0.0005310965934768319, 'disgust': 0.0010523955570533872, 'fearful': 0.01133906003087759, 'happy': 0.9814018607139587, 'sad': 0.00012471216905396432, 'surprised': 0.0022423455957323313}","You'd like to think that, wouldn't you? But your confidence doesn't convince me, then clearly the poison is in my goblet!"
LIAM,00:02:45,00:02:50,disgust,"{'angry': 0.0021477346308529377, 'calm': 0.002773311920464039, 'disgust': 0.5919971466064453, 'fearful': 0.03035786747932434, 'happy': 0.0018844837322831154, 'sad': 0.36954614520072937, 'surprised': 0.0012933136895298958}","You... don't you... You don't remember which one you poured it in, do you?"
SAM,00:02:50,00:02:52,happy,"{'angry': 0.007337143644690514, 'calm': 0.0006131366244517267, 'disgust': 0.0012693555327132344, 'fearful': 0.010212508961558342, 'happy': 0.978943407535553, 'sad': 0.00010282373841619119, 'surprised': 0.0015216295141726732}",That is conceivable!
LIAM,00:02:52,00:02:56,happy,"{'angry': 0.04648946598172188, 'calm': 0.0032462039962410927, 'disgust': 0.24807749688625336, 'fearful': 0.10360846668481827, 'happy': 0.5786895751953125, 'sad': 0.01102124061435461, 'surprised': 0.008867520838975906}","All right, fuck it. I'm just going to drink so we can play D&D."
SAM,00:02:56,00:03:09,fearful,"{'angry': 0.002445421414449811, 'calm': 0.0007067179540172219, 'disgust': 0.004104504361748695, 'fearful': 0.960475742816925, 'happy': 0.019587986171245575, 'sad': 0.012158989906311035, 'surprised': 0.0005205505294725299}",You fool! You fell victim to the classic blunders. Never go against a man who never washes his flask. (unhinged cackling) (heavy thud)
TRAVIS,00:03:09,00:03:14,fearful,"{'angry': 0.0013685205485671759, 'calm': 0.0009177654283121228, 'disgust': 0.0045572808012366295, 'fearful': 0.9509722590446472, 'happy': 0.020357053726911545, 'sad': 0.021108001470565796, 'surprised': 0.0007190928445197642}",(laughs) Oh shit. That sounded pretty solid.
LIAM,00:03:14,00:03:15,disgust,"{'angry': 0.0024301742669194937, 'calm': 0.0011791604338213801, 'disgust': 0.7080795168876648, 'fearful': 0.06271011382341385, 'happy': 0.00434453971683979, 'sad': 0.21835513412952423, 'surprised': 0.0029013485182076693}",Well.
LAURA,00:03:15,00:03:16,happy,"{'angry': 0.000944568426348269, 'calm': 0.0037251890171319246, 'disgust': 0.002022410277277231, 'fearful': 0.10075841099023819, 'happy': 0.882867157459259, 'sad': 0.002657713834196329, 'surprised': 0.007024502847343683}",Are you okay?
LIAM,00:03:16,00:03:33,happy,"{'angry': 0.0641004890203476, 'calm': 0.0010488135740160942, 'disgust': 0.06107126176357269, 'fearful': 0.012901414185762405, 'happy': 0.8530234694480896, 'sad': 0.0007190870819613338, 'surprised': 0.007135486230254173}","It wasn't his best bit, but at least it was his last. Don't forget to enter for your chance to win a copy of the game by heading over to @RavensburgerNA on Twitter, where they're giving away free copies of the game right now. Back to you, Matt, and we're so sorry."
MATT,00:03:33,00:03:36,sad,"{'angry': 0.0004699688870459795, 'calm': 0.001544149243272841, 'disgust': 0.0522366501390934, 'fearful': 0.07252419739961624, 'happy': 0.0005749452393501997, 'sad': 0.8716439604759216, 'surprised': 0.0010061480570584536}","Thank you, Liam and...Sam?"
TRAVIS,00:03:36,00:03:39,sad,"{'angry': 0.0010785601334646344, 'calm': 0.0025260557886213064, 'disgust': 0.18216852843761444, 'fearful': 0.18183180689811707, 'happy': 0.0038792388513684273, 'sad': 0.6270254254341125, 'surprised': 0.0014903018018230796}","Dude, his table must be so wet from all that spit."
LAURA,00:03:39,00:03:40,happy,"{'angry': 0.0015671439468860626, 'calm': 0.0015568973030894995, 'disgust': 0.0013159902300685644, 'fearful': 0.005408340599387884, 'happy': 0.9773418307304382, 'sad': 0.00027370156021788716, 'surprised': 0.012536135502159595}",Oh god.
MATT,00:03:40,00:04:30,happy,"{'angry': 0.11869744211435318, 'calm': 0.0008504242287017405, 'disgust': 0.013748805969953537, 'fearful': 0.01029443833976984, 'happy': 0.8526921272277832, 'sad': 0.00022561309742741287, 'surprised': 0.0034911595284938812}","And thank you, Ravensburger, for whatever that was. Our second sponsor tonight is ThinkFun. ThinkFun has their spooky new game called Escape from the Room: The Cursed Dollhouse. It is the most immersive escape room game experience ever, and ThinkFun's most challenging one to date. In the game, players explore a mysterious three-dimensional dollhouse solving puzzles in search of a way to escape from it. Five rooms, each containing objects to investigate and multiple puzzles to solve, will keep even the most skilled escape room players engaged through two hours of game play. You can even use the game box itself to build a three-story dollhouse, complete with 3D furniture, to escape. (laughs triumphantly) So there! Go check out the game now for yourself at Bit.ly, bit.ly/CRescapetheroom."
TRAVIS,00:04:30,00:04:32,disgust,"{'angry': 0.016077274456620216, 'calm': 0.001796881202608347, 'disgust': 0.6017509698867798, 'fearful': 0.06540388613939285, 'happy': 0.1264595091342926, 'sad': 0.033763736486434937, 'surprised': 0.15474772453308105}",That sounds terrifying. Why would anyone do that?
SAM,00:04:32,00:04:35,happy,"{'angry': 0.0021462026052176952, 'calm': 0.009254523552954197, 'disgust': 0.002078901743516326, 'fearful': 0.007348560728132725, 'happy': 0.9619970917701721, 'sad': 0.0008938456885516644, 'surprised': 0.016280872747302055}","Matt, you're supposed to thank the sponsor at the end."
MATT,00:04:35,00:04:37,disgust,"{'angry': 0.03330742567777634, 'calm': 0.00039864014252088964, 'disgust': 0.938926100730896, 'fearful': 0.003891285741701722, 'happy': 0.016358818858861923, 'sad': 0.0029083772096782923, 'surprised': 0.004209447186440229}","Oh right, sorry."
SAM,00:04:37,00:04:45,happy,"{'angry': 0.08161193132400513, 'calm': 0.006913390476256609, 'disgust': 0.04349330812692642, 'fearful': 0.0198956485837698, 'happy': 0.8245131373405457, 'sad': 0.0022511500865221024, 'surprised': 0.02132144756615162}",But you can use the new sponsorship doll to do that for you.
TRAVIS,00:04:45,00:04:50,happy,"{'angry': 0.035700295120477676, 'calm': 0.0023134327493608, 'disgust': 0.13495908677577972, 'fearful': 0.0181986503303051, 'happy': 0.7371578216552734, 'sad': 0.003180114785209298, 'surprised': 0.06849067658185959}",What? SAM (V.O.): Thanks to ThinkFun for supporting our show.
MATT,00:04:50,00:04:56,happy,"{'angry': 0.0038200400304049253, 'calm': 0.0012103150365874171, 'disgust': 0.0034584079403430223, 'fearful': 0.004419679753482342, 'happy': 0.9785352349281311, 'sad': 0.0002464028657414019, 'surprised': 0.008309862576425076}","That does make it easier, I guess. Does it say other things in it? SAM (V.O.): I'm a doll."
MATT,00:04:56,00:05:01,surprised,"{'angry': 0.005216405261307955, 'calm': 0.0017684913473203778, 'disgust': 0.007846671156585217, 'fearful': 0.010701392777264118, 'happy': 0.29798975586891174, 'sad': 0.002297880593687296, 'surprised': 0.6741793751716614}","That's effective. Let's see if there's more to cycle through. SAM (V.O.): It's Sam o'clock, baby."
SAM,00:05:01,00:05:03,surprised,"{'angry': 0.011982964351773262, 'calm': 0.0007210927433334291, 'disgust': 0.30068057775497437, 'fearful': 0.005221932660788298, 'happy': 0.02652832493185997, 'sad': 0.006937171332538128, 'surprised': 0.6479279398918152}",I didn't [inaudible] that one.
"TRAVIS, MARISHA",00:05:03,00:05:04,disgust,"{'angry': 0.001757684862241149, 'calm': 0.0006594040896743536, 'disgust': 0.9476761221885681, 'fearful': 0.00527001079171896, 'happy': 0.0015525412745773792, 'sad': 0.04120016470551491, 'surprised': 0.0018841290147975087}",Wow.
MATT,00:05:04,00:05:06,happy,"{'angry': 0.015396911650896072, 'calm': 0.012206749059259892, 'disgust': 0.07673274725675583, 'fearful': 0.0603056401014328, 'happy': 0.7661463618278503, 'sad': 0.016621194779872894, 'surprised': 0.05259038880467415}",How many did you record for this one?
SCARY VOICE OVER,00:05:06,00:05:08,disgust,"{'angry': 0.022285891696810722, 'calm': 0.000620951468590647, 'disgust': 0.9632267355918884, 'fearful': 0.0021854217629879713, 'happy': 0.005421091336756945, 'sad': 0.0038210260681807995, 'surprised': 0.002438870258629322}",Must Kill Matthew Mercer!
MATT,00:05:08,00:05:09,surprised,"{'angry': 0.0016012710984796286, 'calm': 0.0006021278677508235, 'disgust': 0.0013134705368429422, 'fearful': 0.0009463095339015126, 'happy': 0.006560785695910454, 'sad': 0.0010686105815693736, 'surprised': 0.9879074692726135}","All right, we're going to put that away."
TRAVIS,00:05:09,00:05:13,happy,"{'angry': 0.005625864025205374, 'calm': 0.012620941735804081, 'disgust': 0.12983906269073486, 'fearful': 0.22969229519367218, 'happy': 0.5395733118057251, 'sad': 0.06506197154521942, 'surprised': 0.017586546018719673}",Nope.
MATT,00:05:13,00:05:16,happy,"{'angry': 0.0018535087583586574, 'calm': 0.001698303036391735, 'disgust': 0.0010428836103528738, 'fearful': 0.004115962889045477, 'happy': 0.9848310947418213, 'sad': 0.0001810873654903844, 'surprised': 0.006277177482843399}","All right, third sponsor, D&D Beyond! Our friends since the beginning of campaign two."
TRAVIS,00:05:16,00:05:20,disgust,"{'angry': 0.013893782161176205, 'calm': 0.003907742910087109, 'disgust': 0.48179739713668823, 'fearful': 0.07204101234674454, 'happy': 0.340420126914978, 'sad': 0.032321956008672714, 'surprised': 0.055617980659008026}",(hollering) D&D Beyond!
MATT,00:05:20,00:06:08,happy,"{'angry': 0.01080031506717205, 'calm': 0.000537531916052103, 'disgust': 0.002937504556030035, 'fearful': 0.005964886862784624, 'happy': 0.9720005989074707, 'sad': 0.0001362200709991157, 'surprised': 0.007623033132404089}","You can start your October adventures with spooky ones, such as The Ghosts of Saltmarsh. Explore the waves, spooky waves. Explore the spooky waves above the depths below these five seafaring spooky adventures for your party to take on. Spoopy now? We going into spoopy. Get the spoopy stat blocks! Rules and anything else you need to captain your own spoopy ship. Battle 56 nautical monsters, and use them in your D&D Beyond encounter builder. Detailed maps and tables from mysterious new spoopy islands fishing villages, pirate coves, and more. So take your journey to the high seas today at dndbeyond.link/CRghosts. That wraps up our sponsorship for tonight and for our announcements thereafter let's go ahead and begin with you, Ashley. You got something to talk about."
ASHLEY,00:06:08,00:06:09,surprised,"{'angry': 0.0012065258342772722, 'calm': 0.001399028580635786, 'disgust': 0.002733558416366577, 'fearful': 0.008250074461102486, 'happy': 0.01768009550869465, 'sad': 0.006200595758855343, 'surprised': 0.9625301361083984}",Hey!
ASHLEY,00:06:09,00:07:03,happy,"{'angry': 0.03984162211418152, 'calm': 0.0011680795578286052, 'disgust': 0.023410307243466377, 'fearful': 0.02627727948129177, 'happy': 0.9044129252433777, 'sad': 0.000790598860476166, 'surprised': 0.004099156241863966}","Hi, everyone! So, guys and everyone, thank you so much for your support of Critical Role Foundation. So we have far surpassed our initial goal, but because we are pre-recording the show, it's a little tough to convey real time fundraising updates, but just know it's more than a dollar and probably less than a million. (laughter) But for updates, be sure to check out @CriticalRoleFDN on Facebook or Twitter for updates, or both. And for more information or to join us in leaving the world better than we found it, please visit criticalrolefoundation.org. (cheering)"
TRAVIS,00:07:03,00:07:05,disgust,"{'angry': 0.001138776890002191, 'calm': 0.001185773522593081, 'disgust': 0.6040998101234436, 'fearful': 0.017710208892822266, 'happy': 0.0008486626902595162, 'sad': 0.37212249636650085, 'surprised': 0.002894272096455097}",So happy. It always gets to have some applause.
MATT,00:07:05,00:07:59,happy,"{'angry': 0.04131440818309784, 'calm': 0.0011028386652469635, 'disgust': 0.027692142874002457, 'fearful': 0.0120390010997653, 'happy': 0.912390410900116, 'sad': 0.0005246569635346532, 'surprised': 0.0049365307204425335}","Thank you, Ashley. And thank you, everyone, for supporting the initial launch of this long-coming charitable endeavor. You've blown us all away and you've made and continue to make a lot of people very happy who've been very much in need. So thank you. We also have The World of Critical Role book coming to the U.S. and Canada on Tuesday, October 20th and UK on Thursday, October 22nd. So if you haven't seen this delightful tome. We showed it off once before. U.S. and UK fans, you can still submit your pre-order receipts at criticalrolebooks.com/preorder to redeem free digital wallpapers and other cool perks. And for our German fans, there will also be a fully translated German edition available in December of this year. I'll give you a couple of cool sneak peeks of some of the inside of elements of the book here. These are some pages about the beginnings. We have some storytelling and some shots. Oh god, there we go."
MARISHA,00:07:59,00:08:01,disgust,"{'angry': 0.001980891451239586, 'calm': 0.0008867250289767981, 'disgust': 0.8509221076965332, 'fearful': 0.022832537069916725, 'happy': 0.002770019927993417, 'sad': 0.11839434504508972, 'surprised': 0.0022134040482342243}",There we go. That's [inaudible].
MATT,00:08:01,00:08:02,disgust,"{'angry': 0.0017992727225646377, 'calm': 0.0010792671237140894, 'disgust': 0.9579530358314514, 'fearful': 0.003485842840746045, 'happy': 0.0019615599885582924, 'sad': 0.03217611834406853, 'surprised': 0.0015448976773768663}",Lighting is in the book.
LAURA,00:08:02,00:08:04,happy,"{'angry': 0.004535074811428785, 'calm': 0.0014708602102473378, 'disgust': 0.0012591555714607239, 'fearful': 0.0035363652277737856, 'happy': 0.9872708916664124, 'sad': 0.00010270310303894803, 'surprised': 0.0018249155255034566}",Those are our house pictures!
MATT,00:08:04,00:08:10,happy,"{'angry': 0.03543005883693695, 'calm': 0.00230123708024621, 'disgust': 0.1420961171388626, 'fearful': 0.011570855975151062, 'happy': 0.7945597171783447, 'sad': 0.001866695354692638, 'surprised': 0.012175343930721283}","Yeah, so you get to see our janky old apartment. We've got some awesome chapter breaks with some art in there, which is fun."
MARISHA,00:08:10,00:08:12,disgust,"{'angry': 0.0028044593054801226, 'calm': 0.0004443835059646517, 'disgust': 0.9712498188018799, 'fearful': 0.0040208748541772366, 'happy': 0.00635036313906312, 'sad': 0.01097358949482441, 'surprised': 0.0041565317660570145}","Oh, look at us!"
MATT,00:08:12,00:08:38,happy,"{'angry': 0.020140167325735092, 'calm': 0.0010987672721967101, 'disgust': 0.024755481630563736, 'fearful': 0.010722551494836807, 'happy': 0.9343326687812805, 'sad': 0.00063244195189327, 'surprised': 0.008317971602082253}","This is purty. I think we got a-- oh yes, we've got a page about the Chroma Conclave. The great evils from campaign one. It looks gorgeous. It has a lot of fun stories, interviews, and historical elements about this weird experience that we're still trying to figure out how the hell that happened. And you can get it now, too. So for more information, head to criticalrolebooks.com. Laura, you're up next."
LAURA,00:08:38,00:08:54,happy,"{'angry': 0.0023508474696427584, 'calm': 0.0011277457233518362, 'disgust': 0.0013173677725717425, 'fearful': 0.00541186286136508, 'happy': 0.9863953590393066, 'sad': 0.0001606994483154267, 'surprised': 0.0032361613120883703}","(yelling) Okay, so we've got a lot of stuff in our store right now, in case you missed it. I don't know why Jester just came out. But, okay. So number one, I'm just going to go down the list, you guys. So we've got a wallet."
TRAVIS,00:08:54,00:08:55,happy,"{'angry': 0.0027438136748969555, 'calm': 0.0008092548814602196, 'disgust': 0.001537867239676416, 'fearful': 0.004068322014063597, 'happy': 0.9821857810020447, 'sad': 0.00014706070942338556, 'surprised': 0.008507923223078251}",Oh my goodness.
LAURA,00:08:55,00:09:00,happy,"{'angry': 0.0025994149036705494, 'calm': 0.0010116419289261103, 'disgust': 0.0024597332812845707, 'fearful': 0.011516143567860126, 'happy': 0.9797571301460266, 'sad': 0.0002861068060155958, 'surprised': 0.002369824331253767}",With our doodles by Wendy Sullivan. It's really cute. You want to see it?
LAURA,00:09:00,00:09:04,disgust,"{'angry': 0.009466901421546936, 'calm': 0.00467288214713335, 'disgust': 0.7837021350860596, 'fearful': 0.057053860276937485, 'happy': 0.0635397881269455, 'sad': 0.07424296438694, 'surprised': 0.007321428507566452}",I can pass it to you because we're married.
MARISHA,00:09:04,00:09:06,disgust,"{'angry': 0.0014179497957229614, 'calm': 0.0008735369192436337, 'disgust': 0.869001030921936, 'fearful': 0.010984610766172409, 'happy': 0.0014135994715616107, 'sad': 0.11423107981681824, 'surprised': 0.0020781480707228184}",So cool.
TRAVIS,00:09:06,00:09:07,happy,"{'angry': 0.015582015737891197, 'calm': 0.04308580979704857, 'disgust': 0.15740008652210236, 'fearful': 0.10575459152460098, 'happy': 0.634418785572052, 'sad': 0.04132329300045967, 'surprised': 0.002435488160699606}",It's got a liner.
LAURA,00:09:07,00:09:12,happy,"{'angry': 0.0040450491942465305, 'calm': 0.0015928031643852592, 'disgust': 0.0024904455058276653, 'fearful': 0.011889912188053131, 'happy': 0.9783005118370056, 'sad': 0.00029253849061205983, 'surprised': 0.0013887780951336026}","And there's, like, a little special something in it that I'm not going to talk about, but if you get it, you'll know. Ha! Okay."
SAM,00:09:12,00:09:14,happy,"{'angry': 0.0038821666967123747, 'calm': 0.005369092337787151, 'disgust': 0.01785479113459587, 'fearful': 0.04967484250664711, 'happy': 0.9075681567192078, 'sad': 0.0051215579733252525, 'surprised': 0.01052936539053917}",Is it money?
LAURA,00:09:14,00:09:15,happy,"{'angry': 0.0013939226046204567, 'calm': 0.06449761241674423, 'disgust': 0.0066243913024663925, 'fearful': 0.09376779198646545, 'happy': 0.7971721887588501, 'sad': 0.024382833391427994, 'surprised': 0.012161199003458023}",It's not money.
LAURA,00:09:15,00:09:17,happy,"{'angry': 0.0013437591260299087, 'calm': 0.0023217410780489445, 'disgust': 0.0015229450073093176, 'fearful': 0.011473399586975574, 'happy': 0.9784417748451233, 'sad': 0.00046584647498093545, 'surprised': 0.004430452827364206}",The other thing is--
TRAVIS,00:09:17,00:09:18,sad,"{'angry': 0.00032661494333297014, 'calm': 0.00137946882750839, 'disgust': 0.03676648065447807, 'fearful': 0.026311887428164482, 'happy': 0.0002526041935198009, 'sad': 0.9336148500442505, 'surprised': 0.0013479941990226507}","Oh, it's this thing."
LAURA,00:09:18,00:09:24,happy,"{'angry': 0.004605546128004789, 'calm': 0.0010786516359075904, 'disgust': 0.0014678450534120202, 'fearful': 0.01222470123320818, 'happy': 0.9795148372650146, 'sad': 0.00017080515681300312, 'surprised': 0.000937682983931154}",Don't pull it out. We have our Marquet Market tote bags in this fabulous avocado green color.
MARISHA,00:09:24,00:09:28,happy,"{'angry': 0.0044744559563696384, 'calm': 0.0019999146461486816, 'disgust': 0.0061901225708425045, 'fearful': 0.013047251850366592, 'happy': 0.7290221452713013, 'sad': 0.0015223525697365403, 'surprised': 0.24374373257160187}",I love that color.
LAURA,00:09:28,00:09:29,happy,"{'angry': 0.0016879371833056211, 'calm': 0.0017427947605028749, 'disgust': 0.0011323286453261971, 'fearful': 0.004676576238125563, 'happy': 0.9832003116607666, 'sad': 0.0002222301554866135, 'surprised': 0.007337835151702166}","I know. It's so pretty, right?"
LAURA,00:09:29,00:09:36,happy,"{'angry': 0.002904901746660471, 'calm': 0.0009154781582765281, 'disgust': 0.0012586066732183099, 'fearful': 0.006637462414801121, 'happy': 0.9827948212623596, 'sad': 0.00016147733549587429, 'surprised': 0.0053271641954779625}","So yeah, I'm super stoked about that. And then-- hold on. We've got our-- Oh, have you seen this yet, Marisha? We've got our Swoleregard--"
MARISHA,00:09:36,00:09:40,fearful,"{'angry': 0.005731689743697643, 'calm': 0.003118326188996434, 'disgust': 0.03265627846121788, 'fearful': 0.7413977980613708, 'happy': 0.18398450314998627, 'sad': 0.030972711741924286, 'surprised': 0.002138659358024597}",I've only seen it over Zoom. (cheering)
LAURA,00:09:40,00:09:41,disgust,"{'angry': 0.0022874183487147093, 'calm': 0.0004980987869203091, 'disgust': 0.9661305546760559, 'fearful': 0.0049460758455097675, 'happy': 0.0023569115437567234, 'sad': 0.021839886903762817, 'surprised': 0.0019411476096138358}",We have our Swoleregard tank.
TRAVIS,00:09:41,00:09:43,sad,"{'angry': 0.0006493899854831398, 'calm': 0.0022219070233404636, 'disgust': 0.18123549222946167, 'fearful': 0.02897898107767105, 'happy': 0.0006860966677777469, 'sad': 0.7847962379455566, 'surprised': 0.0014319118345156312}","Sun's out, guns out, baby."
LAURA,00:09:43,00:09:46,fearful,"{'angry': 0.002134970622137189, 'calm': 0.0010994351468980312, 'disgust': 0.0017317687161266804, 'fearful': 0.9043402075767517, 'happy': 0.08478405326604843, 'sad': 0.005038234870880842, 'surprised': 0.0008713379502296448}",This is designed by Grace Berríos. I love it.
SAM,00:09:46,00:09:47,sad,"{'angry': 0.0006770333857275546, 'calm': 0.0018368747550994158, 'disgust': 0.15294033288955688, 'fearful': 0.04382503777742386, 'happy': 0.0007378961890935898, 'sad': 0.7987033724784851, 'surprised': 0.0012795105576515198}",What does it say on the bottom?
LAURA,00:09:47,00:09:51,happy,"{'angry': 0.002875456353649497, 'calm': 0.005347784608602524, 'disgust': 0.009346571750938892, 'fearful': 0.19387750327587128, 'happy': 0.7493361830711365, 'sad': 0.01038362830877304, 'surprised': 0.028832878917455673}","It says for Swoleregard's Gym, Wildemount, Exandria."
ASHLEY,00:09:51,00:09:54,disgust,"{'angry': 0.00832301564514637, 'calm': 0.0006423565209843218, 'disgust': 0.9209467172622681, 'fearful': 0.009442227892577648, 'happy': 0.042852431535720825, 'sad': 0.008375963196158409, 'surprised': 0.009417286142706871}",It's so good. Look at her.
LIAM,00:09:54,00:09:55,calm,"{'angry': 0.0011967014288529754, 'calm': 0.3842266798019409, 'disgust': 0.009697439149022102, 'fearful': 0.06374290585517883, 'happy': 0.15867094695568085, 'sad': 0.2974814772605896, 'surprised': 0.08498387783765793}",Hitting the gym.
