speaker,start_time,end_time,emotion,scores,text
ASHLEY,00:02:04,00:02:20,happy,"{'angry': 0.1375206857919693, 'calm': 0.0034165051765739918, 'disgust': 0.02065393701195717, 'fearful': 0.20873381197452545, 'happy': 0.6250903606414795, 'sad': 0.0024972502142190933, 'surprised': 0.002087513916194439}","Aw, what an asshole! That's our Sam! I'm pretty sure it's Candidate A, but okay, just in case, both of you answer the following question. What is the URL of tonight's sponsor?"
TALIESIN,00:02:20,00:02:22,happy,"{'angry': 0.027024496346712112, 'calm': 0.0008846870041452348, 'disgust': 0.02388329803943634, 'fearful': 0.008327065967023373, 'happy': 0.9331418871879578, 'sad': 0.00040997593896463513, 'surprised': 0.0063285729847848415}","Hold on a second, I've got it right here."
SAM,00:02:22,00:02:25,happy,"{'angry': 0.009463196620345116, 'calm': 0.0677916556596756, 'disgust': 0.04659286513924599, 'fearful': 0.14948207139968872, 'happy': 0.6768080592155457, 'sad': 0.04280694201588631, 'surprised': 0.007055283058434725}",It's elderwoodacademy.com/criticalrole.
MATT,00:02:25,00:02:30,disgust,"{'angry': 0.01042751595377922, 'calm': 0.002919210819527507, 'disgust': 0.7068955898284912, 'fearful': 0.11348648369312286, 'happy': 0.06644969433546066, 'sad': 0.08625990897417068, 'surprised': 0.013561507686972618}","Oh yeah, that's Sam, most definitely."
TALIESIN,00:02:30,00:02:31,fearful,"{'angry': 0.0012824978912249207, 'calm': 0.0029695495031774044, 'disgust': 0.0077140554785728455, 'fearful': 0.9047460556030273, 'happy': 0.04448460787534714, 'sad': 0.038250334560871124, 'surprised': 0.0005528457695618272}",How did you know?
MATT,00:02:31,00:02:44,happy,"{'angry': 0.01560935564339161, 'calm': 0.0035930732265114784, 'disgust': 0.06733999401330948, 'fearful': 0.021628087386488914, 'happy': 0.8787299990653992, 'sad': 0.003026796504855156, 'surprised': 0.010072699747979641}","Sorry, Taliesin. Sam may have no social awareness, sincere feelings and you know, hell, he might not even actually be a really good person, but the one thing he is perfect at is corporate shilling. You can't fake that kind of insincerity."
SAM,00:02:44,00:03:13,happy,"{'angry': 0.0030457135289907455, 'calm': 0.0006163397920317948, 'disgust': 0.0014016135828569531, 'fearful': 0.008359900675714016, 'happy': 0.983336329460144, 'sad': 0.00014168497000355273, 'surprised': 0.00309844221919775}","Aww, (sniffs). Thank you, Matt, that's really nice. Anyway, Elderwood Academy makes high-end customized gear for all players and characters. Everything's designed to be functional and immersive. Check out their amazing stuff at elderwoodacademy.com/criticalrole and they're offering our audience 15% off when you use the code CritRole2020 at checkout on elderwoodacademy.com/criticalrole. I love you guys. Back to you, Matt."
TRAVIS,00:03:13,00:03:14,happy,"{'angry': 0.0015302607789635658, 'calm': 0.034317515790462494, 'disgust': 0.028698740527033806, 'fearful': 0.37643757462501526, 'happy': 0.4422890543937683, 'sad': 0.11059750616550446, 'surprised': 0.006129400338977575}",What a piece of shit.
MATT,00:03:14,00:03:25,happy,"{'angry': 0.010210596024990082, 'calm': 0.0048813289031386375, 'disgust': 0.06560185551643372, 'fearful': 0.059247829020023346, 'happy': 0.8011080026626587, 'sad': 0.010449524037539959, 'surprised': 0.048500802367925644}","Thank you, Sam. You are a piece of shit. (laughter) Our second sponsor tonight, our returning friends since the beginning of this campaign, our friends at D&D Beyond."
ALL,00:03:25,00:03:27,happy,"{'angry': 0.01225372590124607, 'calm': 0.0009371172054670751, 'disgust': 0.03247851878404617, 'fearful': 0.043512120842933655, 'happy': 0.8928388953208923, 'sad': 0.0019268459873273969, 'surprised': 0.016052786260843277}",♪ D&D Beyond ♪
MATT,00:03:27,00:04:17,happy,"{'angry': 0.01034517865628004, 'calm': 0.0007655408116988838, 'disgust': 0.0035121601540595293, 'fearful': 0.004897222854197025, 'happy': 0.9754158854484558, 'sad': 0.0001448820548830554, 'surprised': 0.004919133614748716}","They have their new Avrae Discord Bot available, which is designed to streamline playing D&D games on Discord, which is pretty awesome. You can link Avrae directly into your D&D Beyond account and it'll help you run your games online with your friends through the Discord app, features advanced dice, SRD and character sheet integration, initiative tracking. You'll actually never need another D&D bot again, for now. But yes, start playing D&D through Discord today at dndbeyonda.link/avrae, Avrae. Also, it is D&D Beyond's third anniversary, which is amazing. Congratulations to you guys, three years of making awesome stuff easier for people. They're giving away a free dice of healing set to anybody who's a subscriber this month as part of this anniversary, so enjoy and happy anniversary to you guys."
TRAVIS,00:04:17,00:04:18,happy,"{'angry': 0.03592044115066528, 'calm': 0.00077101617353037, 'disgust': 0.00910191796720028, 'fearful': 0.008116057142615318, 'happy': 0.9420809149742126, 'sad': 0.0002135514369001612, 'surprised': 0.003796098753809929}",Amazing.
LAURA,00:04:18,00:04:19,sad,"{'angry': 0.0006210742867551744, 'calm': 0.005204405635595322, 'disgust': 0.08045780658721924, 'fearful': 0.049491506069898605, 'happy': 0.000986155355349183, 'sad': 0.862520158290863, 'surprised': 0.000718998140655458}",I want it.
MATT,00:04:19,00:04:20,surprised,"{'angry': 0.002452732529491186, 'calm': 0.0014648992801085114, 'disgust': 0.0018014343222603202, 'fearful': 0.0032318937592208385, 'happy': 0.07001142203807831, 'sad': 0.0013246915768831968, 'surprised': 0.9197129607200623}","Well, you should sign in and do it."
MATT,00:04:20,00:04:37,happy,"{'angry': 0.02509172447025776, 'calm': 0.0030321991071105003, 'disgust': 0.07737453281879425, 'fearful': 0.043861668556928635, 'happy': 0.8230754733085632, 'sad': 0.004568090662360191, 'surprised': 0.022996440529823303}","Right now if you can. (laughter) We have the technology! Literally, it's in front of you. All right, other announcements we got, in case you guys missed it, Vox Machina: Origins, Volume II is available right now. (cheering) It's so pretty."
LIAM,00:04:37,00:04:39,happy,"{'angry': 0.0013063178630545735, 'calm': 0.0016530223656445742, 'disgust': 0.0010697573889046907, 'fearful': 0.00745744863525033, 'happy': 0.9836828112602234, 'sad': 0.00026271367096342146, 'surprised': 0.004567986354231834}",There's stuff printed on the pages even?
MATT,00:04:39,00:04:52,happy,"{'angry': 0.04049453139305115, 'calm': 0.002013548044487834, 'disgust': 0.05505756288766861, 'fearful': 0.025491761043667793, 'happy': 0.8621428608894348, 'sad': 0.0017639826983213425, 'surprised': 0.013035678304731846}","I know, it's crazy. This wonderful series is written by our good friend, Jody Houser. She does an incredible job with this, original art by our amazing Olivia Samson, who started this series with us, color by MSASSYK. Did I say it right?"
LIAM,00:04:52,00:04:54,disgust,"{'angry': 0.00489489221945405, 'calm': 0.0013697464019060135, 'disgust': 0.9548355937004089, 'fearful': 0.00719075882807374, 'happy': 0.009985589422285557, 'sad': 0.0202327873557806, 'surprised': 0.0014906697906553745}",I think.
MATT,00:04:54,00:05:12,happy,"{'angry': 0.005175606347620487, 'calm': 0.0010152508039027452, 'disgust': 0.003645192598924041, 'fearful': 0.008394087664783001, 'happy': 0.9751628041267395, 'sad': 0.0002936071250587702, 'surprised': 0.006313428282737732}","I always get it wrong, I'm so sorry if I got it wrong. Lettering by Ariana Maher and designed by Cindy Cacerez-Sprague, I believe, and sorry if I messed it up, too. We have the trade paperback as you saw and with the wonderful cover art there from our good critter friend, William Kirkby, which you probably have seen his art through many of our galleries and stuff online, he's amazing."
LIAM,00:05:12,00:05:13,happy,"{'angry': 0.0023011574521660805, 'calm': 0.14211222529411316, 'disgust': 0.011391366831958294, 'fearful': 0.07000721991062164, 'happy': 0.7452288866043091, 'sad': 0.025273140519857407, 'surprised': 0.0036859854590147734}",@chamonkee!
MATT,00:05:13,00:05:27,happy,"{'angry': 0.005200086161494255, 'calm': 0.0011509311152622104, 'disgust': 0.004365753382444382, 'fearful': 0.017384493723511696, 'happy': 0.966858983039856, 'sad': 0.0004760428564622998, 'surprised': 0.004563724622130394}","Indeed. Available at your local comic and bookstores, Amazon, Barnes & Noble, and as well as digitally through Dark Horse Digital and ComiXology. There is also the hardcover limited edition version of Volume II, which sits alongside the Volume I."
LAURA,00:05:27,00:05:29,sad,"{'angry': 0.0010026079835370183, 'calm': 0.001253531314432621, 'disgust': 0.2536734938621521, 'fearful': 0.07700447738170624, 'happy': 0.0012365664588287473, 'sad': 0.6638603210449219, 'surprised': 0.001968946075066924}",So beautiful.
MATT,00:05:29,00:05:31,disgust,"{'angry': 0.006337521597743034, 'calm': 0.001601549913175404, 'disgust': 0.9073061347007751, 'fearful': 0.02474086545407772, 'happy': 0.015631049871444702, 'sad': 0.04215572774410248, 'surprised': 0.0022270590998232365}",Which is so pretty.
LIAM,00:05:31,00:05:32,disgust,"{'angry': 0.004510723054409027, 'calm': 0.0008535844972357154, 'disgust': 0.978232204914093, 'fearful': 0.002172973472625017, 'happy': 0.0030641763005405664, 'sad': 0.009787426330149174, 'surprised': 0.0013789648655802011}","Looks demonic, I love it."
MATT,00:05:32,00:05:35,happy,"{'angry': 0.0017621081788092852, 'calm': 0.0013655980583280325, 'disgust': 0.0018311208114027977, 'fearful': 0.0049711293540894985, 'happy': 0.9776555299758911, 'sad': 0.00028108168044127524, 'surprised': 0.012133446522057056}","I know, it's pretty intense, works within the story and themes of it."
LAURA,00:05:35,00:05:37,happy,"{'angry': 0.0013553907629102468, 'calm': 0.010580068454146385, 'disgust': 0.007862533442676067, 'fearful': 0.07020702958106995, 'happy': 0.8785094022750854, 'sad': 0.00971275195479393, 'surprised': 0.021772844716906548}","No, I haven't seen that."
MATT,00:05:37,00:05:57,happy,"{'angry': 0.007527235895395279, 'calm': 0.0010785661870613694, 'disgust': 0.0031629372388124466, 'fearful': 0.004341786727309227, 'happy': 0.9803318977355957, 'sad': 0.0001574100024299696, 'surprised': 0.0034001392778009176}","It comes with the foul red cover, the foil stamped cover and slip case, designed by the same Cindy who I mentioned earlier, and lithographic art by Hunter Severn Bonyun and Stephan McGowan. Yeah, they gave me all the names tonight, so I'm ruining them all and I'm so sorry. The limited edition is available exclusively through Critical Role, it's, like, our own program."
MARISHA,00:05:57,00:05:59,fearful,"{'angry': 0.0030588041990995407, 'calm': 0.0014314373256638646, 'disgust': 0.0036322763189673424, 'fearful': 0.574904203414917, 'happy': 0.40465179085731506, 'sad': 0.004983891267329454, 'surprised': 0.007337536197155714}",You even ruined our own name.
MATT,00:05:59,00:06:05,happy,"{'angry': 0.013417714275419712, 'calm': 0.0009632909786887467, 'disgust': 0.00482979416847229, 'fearful': 0.07123192399740219, 'happy': 0.9081702828407288, 'sad': 0.0005464465939439833, 'surprised': 0.0008405900443904102}","I know, I know! It's too many names; they're all just falling apart now. We're done, we're done, I'm out."
MARISHA,00:06:05,00:06:07,happy,"{'angry': 0.002889891155064106, 'calm': 0.002976739313453436, 'disgust': 0.007120540831238031, 'fearful': 0.2839736044406891, 'happy': 0.6923061013221741, 'sad': 0.005981917958706617, 'surprised': 0.004751155618578196}","Yeah, yeah!"
MATT,00:06:07,00:06:52,happy,"{'angry': 0.006684475112706423, 'calm': 0.0009046790073625743, 'disgust': 0.004394785035401583, 'fearful': 0.006500123534351587, 'happy': 0.9718029499053955, 'sad': 0.0002642480831127614, 'surprised': 0.009448870085179806}","The limited edition is available exclusively through our US, UK, and Australia online shops and once it's gone, it's gone, so get one if you can. There's that and a big quick shout out to the game Popup Dungeon, which just came out recently. It's a tactical rogue-like RPG video game that was inspired by tabletop games like the ones that we play here. You face incredibly difficult campaigns as you play. You can also create your own abilities, items, heroes, villains and games to customize entirely. It's super adorable. You can check out Popup Dungeon on Twitter for a special giveaway that we're running right now and see if you can hear some familiar voices throughout the game, including myself. So they're awesome folk. They've been working hard on this and it's actually pretty cool, so check them out. Last but not least, Laura, you had something to talk."
SAM,00:06:52,00:06:54,surprised,"{'angry': 0.004696448799222708, 'calm': 0.0018761972896754742, 'disgust': 0.0030295629985630512, 'fearful': 0.0050511835142970085, 'happy': 0.3020588755607605, 'sad': 0.0010819354793056846, 'surprised': 0.6822057962417603}",Oh yeah!
LIAM,00:06:54,00:06:55,happy,"{'angry': 0.0013573204632848501, 'calm': 0.0020013805478811264, 'disgust': 0.0012576055014505982, 'fearful': 0.008365622721612453, 'happy': 0.9842079281806946, 'sad': 0.0002976537507493049, 'surprised': 0.0025124014355242252}",What is it?!
LAURA,00:06:55,00:07:03,happy,"{'angry': 0.0024819376412779093, 'calm': 0.002322246553376317, 'disgust': 0.0010572561295703053, 'fearful': 0.003505696775391698, 'happy': 0.9873954057693481, 'sad': 0.0001552476896904409, 'surprised': 0.0030821976251900196}","Well, it's just a little thing, but we were off last week, but while we were off, this went on sale and I had to show it off."
TRAVIS,00:07:03,00:07:04,happy,"{'angry': 0.0029972156044095755, 'calm': 0.004956383258104324, 'disgust': 0.006629859562963247, 'fearful': 0.02086550183594227, 'happy': 0.5101964473724365, 'sad': 0.00473208911716938, 'surprised': 0.4496225416660309}",Is that a Frumpkin?
LAURA,00:07:04,00:07:08,disgust,"{'angry': 0.002165714278817177, 'calm': 0.0007043067016638815, 'disgust': 0.9298862218856812, 'fearful': 0.01205155998468399, 'happy': 0.0038784609641879797, 'sad': 0.04887726157903671, 'surprised': 0.0024365331046283245}",It is! It's a Frumpkin little hanging plushy.
LIAM,00:07:08,00:07:11,sad,"{'angry': 0.0002940698468592018, 'calm': 0.0014034599298611283, 'disgust': 0.026965433731675148, 'fearful': 0.028430555015802383, 'happy': 0.0002374886244069785, 'sad': 0.9414368271827698, 'surprised': 0.0012321858666837215}",(squealing)
MARISHA,00:07:11,00:07:12,fearful,"{'angry': 0.0018888574559241533, 'calm': 0.006717372220009565, 'disgust': 0.008010616526007652, 'fearful': 0.6683820486068726, 'happy': 0.2937600910663605, 'sad': 0.02017105184495449, 'surprised': 0.001069975784048438}",He's so cute!
LIAM,00:07:12,00:07:13,sad,"{'angry': 0.0007283054874278605, 'calm': 0.0016639359528198838, 'disgust': 0.03573160618543625, 'fearful': 0.21632377803325653, 'happy': 0.0012029276695102453, 'sad': 0.743370532989502, 'surprised': 0.0009789258474484086}",(squealing)
LAURA,00:07:13,00:07:28,happy,"{'angry': 0.003789970651268959, 'calm': 0.0018248723354190588, 'disgust': 0.004917550832033157, 'fearful': 0.01406879909336567, 'happy': 0.9724659323692322, 'sad': 0.0005515518714673817, 'surprised': 0.0023813843727111816}","It's the cutest. So this is in the US, UK, and Australian shops and it's designed by Jenny Park. It's available right now. Check your shops, see if it's in stock. It's so cute and it would make a great Christmas ornament, I think."
MARISHA,00:07:28,00:07:30,sad,"{'angry': 0.0006629271083511412, 'calm': 0.0013980712974444032, 'disgust': 0.13773880898952484, 'fearful': 0.04077332466840744, 'happy': 0.0005687717348337173, 'sad': 0.8172988295555115, 'surprised': 0.0015592151321470737}","Oh, yeah, it would."
TRAVIS,00:07:30,00:07:31,calm,"{'angry': 0.0017987637547776103, 'calm': 0.47566503286361694, 'disgust': 0.077903151512146, 'fearful': 0.016288159415125847, 'happy': 0.014020531438291073, 'sad': 0.41221919655799866, 'surprised': 0.0021052341908216476}",Just don't drop it or it goes (poofing)
"LIAM, LAURA",00:07:31,00:07:33,surprised,"{'angry': 0.001552512519992888, 'calm': 0.0005705162766389549, 'disgust': 0.0013191855978220701, 'fearful': 0.0008581207366660237, 'happy': 0.004903335124254227, 'sad': 0.0011153422528877854, 'surprised': 0.9896809458732605}",Yeah.
LIAM,00:07:33,00:07:36,sad,"{'angry': 0.005476946942508221, 'calm': 0.018313029780983925, 'disgust': 0.19980759918689728, 'fearful': 0.3519650995731354, 'happy': 0.04488645866513252, 'sad': 0.3767798840999603, 'surprised': 0.0027709135320037603}",Don't send him to go looking for anything because he won't find it.
LAURA,00:07:36,00:07:37,happy,"{'angry': 0.0008972688228823245, 'calm': 0.007505671586841345, 'disgust': 0.0018932685488834977, 'fearful': 0.017499741166830063, 'happy': 0.9666643738746643, 'sad': 0.0013312039664015174, 'surprised': 0.004208581522107124}","You want to see him, Liam?"
LAURA,00:07:37,00:07:39,happy,"{'angry': 0.001522395177744329, 'calm': 0.040274329483509064, 'disgust': 0.0063624014146625996, 'fearful': 0.07466369867324829, 'happy': 0.7619879245758057, 'sad': 0.02350219339132309, 'surprised': 0.09168703109025955}",Then keep him on your desk.
LIAM,00:07:39,00:07:40,happy,"{'angry': 0.003043150994926691, 'calm': 0.0006067577050998807, 'disgust': 0.0042770421132445335, 'fearful': 0.007989713922142982, 'happy': 0.9773232936859131, 'sad': 0.0002758535265456885, 'surprised': 0.0064842430874705315}","Yes, please."
LIAM,00:07:40,00:07:44,fearful,"{'angry': 0.0015367446467280388, 'calm': 0.0007176704239100218, 'disgust': 0.014208194799721241, 'fearful': 0.8765017986297607, 'happy': 0.004820546600967646, 'sad': 0.10119359195232391, 'surprised': 0.0010214628418907523}","Ooh! I'm a dog person now, but I still love him."
ASHLEY,00:07:44,00:07:46,disgust,"{'angry': 0.0024535839911550283, 'calm': 0.0014888219302520156, 'disgust': 0.9225094318389893, 'fearful': 0.00854522455483675, 'happy': 0.0026897962670773268, 'sad': 0.06119805946946144, 'surprised': 0.0011151011567562819}",Look at him. (laughter)
LAURA,00:07:46,00:07:48,happy,"{'angry': 0.0012561233015730977, 'calm': 0.002710934728384018, 'disgust': 0.0012708167778328061, 'fearful': 0.0075348494574427605, 'happy': 0.984070897102356, 'sad': 0.0003419510612729937, 'surprised': 0.0028144563548266888}","So yeah, there's that."
MATT,00:07:48,00:07:50,surprised,"{'angry': 0.0015503591857850552, 'calm': 0.0006639701314270496, 'disgust': 0.001321308664046228, 'fearful': 0.0010119464714080095, 'happy': 0.00692285830155015, 'sad': 0.0011755437590181828, 'surprised': 0.9873539805412292}","Awesome. Thank you, Laura."
LAURA,00:07:50,00:07:51,sad,"{'angry': 0.00022664977586828172, 'calm': 0.0021711273584514856, 'disgust': 0.007248654495924711, 'fearful': 0.0765562653541565, 'happy': 0.00034858600702136755, 'sad': 0.9123691916465759, 'surprised': 0.0010795462876558304}",You're welcome.
MATT,00:07:51,00:07:57,happy,"{'angry': 0.06002707779407501, 'calm': 0.0892886146903038, 'disgust': 0.06179307401180267, 'fearful': 0.017910772934556007, 'happy': 0.7612789273262024, 'sad': 0.006066322326660156, 'surprised': 0.003635245840996504}","All right, I believe with that, it is time for us to jump into tonight's episode of..."
LAURA,00:07:57,00:07:58,sad,"{'angry': 0.0003378383698873222, 'calm': 0.0013029065448790789, 'disgust': 0.03712430223822594, 'fearful': 0.032835230231285095, 'happy': 0.0002787982812151313, 'sad': 0.9267791509628296, 'surprised': 0.0013418156886473298}",Oh god.
MATT,00:07:58,00:09:37,disgust,"{'angry': 0.007139869034290314, 'calm': 0.005352759268134832, 'disgust': 0.43884360790252686, 'fearful': 0.2020171880722046, 'happy': 0.013757580891251564, 'sad': 0.3313787281513214, 'surprised': 0.0015102284960448742}","Critical Role. (grunting) (water bubbling) (thunder rumbling) (explosion) ♪ Role ♪ ♪ Critical, Critical Role ♪ ♪ Critical, Critical Role ♪ ♪ Critical, Critical Role ♪ ♪ Critical, Critical Role ♪ ♪ Mighty Nein, Mighty Nein ♪ ♪ Roll the dice ♪ ♪ Roll the dice ♪ ♪ The adventure begins ♪ ♪ They were always beside you ♪ ♪ Your nerdy best friends ♪ ♪ And the DM to guide you ♪ ♪ And they rise from the flames for the battles ahead ♪ ♪ Villains beware 'cause you're about to be dead ♪ (dramatic music) ♪ They got magic and flair ♪ ♪ They got falchions and cunning ♪ ♪ They don't see over there ♪ ♪ There's a monster incoming ♪ ♪ Inspiration is waiting, rise up, don't think twice ♪ ♪ Put your fate in your hands, take a chance, ♪ ♪ roll the dice ♪ ♪ Role, Critical (roll the dice) ♪ ♪ Role, Critical (roll the dice) ♪ ♪ Role, Critical (roll the dice) ♪ ♪ Role, Critical (roll the dice) ♪ ♪ Can you answer the call? ♪ ♪ Dig in deep in your soul ♪ ♪ As the legend unfolds ♪ ♪ Now it's your turn (your turn, your turn) ♪ ♪ to roll ♪ (flames whooshing) (dragon roaring)"
MATT,00:09:37,00:09:41,fearful,"{'angry': 0.005358811467885971, 'calm': 0.0007840604521334171, 'disgust': 0.03264236822724342, 'fearful': 0.8954111337661743, 'happy': 0.017774594947695732, 'sad': 0.04653885215520859, 'surprised': 0.0014902361435815692}",And welcome back. (laughter)
TRAVIS,00:09:41,00:09:46,fearful,"{'angry': 0.00043423334136605263, 'calm': 0.004940373823046684, 'disgust': 0.016012702137231827, 'fearful': 0.5192826986312866, 'happy': 0.0054105306044220924, 'sad': 0.45314690470695496, 'surprised': 0.0007725178729742765}","Wow. (firing, explosion) (laughter)"
MARISHA,00:09:46,00:09:48,fearful,"{'angry': 0.0006697086500935256, 'calm': 0.002488865051418543, 'disgust': 0.015808135271072388, 'fearful': 0.6540461182594299, 'happy': 0.004277113359421492, 'sad': 0.3220207393169403, 'surprised': 0.0006892773672007024}","I had to finish it, it was hard to--"
TRAVIS,00:09:48,00:09:50,surprised,"{'angry': 0.0015212141443043947, 'calm': 0.0004831523110624403, 'disgust': 0.0016132292803376913, 'fearful': 0.0008201957098208368, 'happy': 0.00453791581094265, 'sad': 0.0010780770098790526, 'surprised': 0.989946186542511}",Somebody cover her up in dirt.
