speaker,start_time,end_time,emotion,scores,text
MATT,00:03:24,00:03:25,Sad,"{'Anger': 0.0001502705126767978, 'Calm': 0.004109209403395653, 'Disgust': 0.0050191376358270645, 'Fear': 0.017010552808642387, 'Happy': 0.0004464434750843793, 'Neutral': 0.0035759853199124336, 'Sad': 0.9686828255653381, 'Surprised': 0.001005521509796381}","Thank you, Sam. That was really sweet."
TALIESIN,00:03:25,00:03:27,Disgust,"{'Anger': 0.004518904723227024, 'Calm': 0.004973974544554949, 'Disgust': 0.4668552875518799, 'Fear': 0.07064024358987808, 'Happy': 0.2979382276535034, 'Neutral': 0.0186543557792902, 'Sad': 0.1331564486026764, 'Surprised': 0.003262552199885249}",That was amazing.
MATT,00:03:27,00:03:30,Disgust,"{'Anger': 0.004324668552726507, 'Calm': 0.006651378236711025, 'Disgust': 0.5838910341262817, 'Fear': 0.1858389526605606, 'Happy': 0.10233824700117111, 'Neutral': 0.004112256690859795, 'Sad': 0.09207552671432495, 'Surprised': 0.020767854526638985}",A broken clock. (laughter)
ASHLEY,00:03:30,00:03:33,Happy,"{'Anger': 0.004109001252800226, 'Calm': 0.0037629222497344017, 'Disgust': 0.01492992788553238, 'Fear': 0.1162332221865654, 'Happy': 0.8245113492012024, 'Neutral': 0.0024323235265910625, 'Sad': 0.005652560852468014, 'Surprised': 0.02836865931749344}","And finding a rhyme with ""pernicious,"" no less."
MATT,00:03:33,00:03:34,Surprised,"{'Anger': 0.00652946624904871, 'Calm': 0.023176142945885658, 'Disgust': 0.049898911267519, 'Fear': 0.005992146208882332, 'Happy': 0.012306440621614456, 'Neutral': 0.004859997890889645, 'Sad': 0.007627540268003941, 'Surprised': 0.8896093964576721}",Yeah!
SAM,00:03:34,00:03:37,Happy,"{'Anger': 0.002531147561967373, 'Calm': 0.002607686910778284, 'Disgust': 0.00827684998512268, 'Fear': 0.13616837561130524, 'Happy': 0.8293063044548035, 'Neutral': 0.002955085365101695, 'Sad': 0.007568460423499346, 'Surprised': 0.010586140677332878}","Come on, who are you talking to? (laughter)"
TALIESIN,00:03:37,00:03:39,Sad,"{'Anger': 0.000591068877838552, 'Calm': 0.004888652823865414, 'Disgust': 0.03646227344870567, 'Fear': 0.2897864580154419, 'Happy': 0.018771903589367867, 'Neutral': 0.005277950316667557, 'Sad': 0.6408424973487854, 'Surprised': 0.003379249479621649}","I'll admit that rhyme, it made me suspicious."
ASHLEY,00:03:39,00:03:42,Sad,"{'Anger': 0.000647287059109658, 'Calm': 0.006954884622246027, 'Disgust': 0.03141394630074501, 'Fear': 0.10990620404481888, 'Happy': 0.017142638564109802, 'Neutral': 0.0068714814260602, 'Sad': 0.8247473239898682, 'Surprised': 0.002316234866157174}",Ay!
MATT,00:03:42,00:03:47,Happy,"{'Anger': 0.003775792894884944, 'Calm': 0.0016982500674203038, 'Disgust': 0.01363085862249136, 'Fear': 0.011860297992825508, 'Happy': 0.960099458694458, 'Neutral': 0.0035919088404625654, 'Sad': 0.0024361005052924156, 'Surprised': 0.002907360205426812}","No (laughs). Thank you, Sam. Marisha, you had some things you wanted to talk about."
MARISHA,00:03:47,00:04:24,Disgust,"{'Anger': 0.00987163931131363, 'Calm': 0.001875976100564003, 'Disgust': 0.9514145851135254, 'Fear': 0.003370983060449362, 'Happy': 0.0216451957821846, 'Neutral': 0.0036763139069080353, 'Sad': 0.006182396784424782, 'Surprised': 0.001962894108146429}","Yes, so in case you missed it, we released a brand new State of the Role that explains a lot about the process of bringing the show back and the safety measures that went into this and what you can expect from the channel in the near future, so be sure to check it out. It kind of explains a lot more of what you see here. It'll be on our YouTube channel. And yeah, with that, this is prerecorded. So when you see this, it'll be the future. But now, it's the past. So just know that. You should probably know that. We're pre-taping this, for safety."
LIAM,00:04:24,00:04:28,Happy,"{'Anger': 0.004314440302550793, 'Calm': 0.005244613625109196, 'Disgust': 0.0776398628950119, 'Fear': 0.211274191737175, 'Happy': 0.6191040873527527, 'Neutral': 0.0079842209815979, 'Sad': 0.06588861346244812, 'Surprised': 0.008549952879548073}",(as Caleb) How did you accomplish this great feat? (laughter)
MARISHA,00:04:28,00:04:32,Happy,"{'Anger': 0.0031091668643057346, 'Calm': 0.0022467435337603092, 'Disgust': 0.010079611092805862, 'Fear': 0.013907209038734436, 'Happy': 0.9583454728126526, 'Neutral': 0.003916910849511623, 'Sad': 0.0026135107036679983, 'Surprised': 0.005781354382634163}",The magic of scrying stones has gotten (clicks) top notch.
SAM,00:04:32,00:04:38,Happy,"{'Anger': 0.009184781461954117, 'Calm': 0.010921436361968517, 'Disgust': 0.09126096218824387, 'Fear': 0.028391819447278976, 'Happy': 0.7424561977386475, 'Neutral': 0.00680179987102747, 'Sad': 0.008893875405192375, 'Surprised': 0.10208909958600998}","It's the future. That means that things are better and better, right? That's how things have been going."
MARISHA,00:04:38,00:04:39,Happy,"{'Anger': 0.0027647686656564474, 'Calm': 0.0015867111505940557, 'Disgust': 0.004373062402009964, 'Fear': 0.01073153130710125, 'Happy': 0.9722352623939514, 'Neutral': 0.0036071953363716602, 'Sad': 0.0016117359045892954, 'Surprised': 0.0030898794066160917}",Yes.
MATT,00:04:39,00:04:41,Happy,"{'Anger': 0.0030979057773947716, 'Calm': 0.0018005346646532416, 'Disgust': 0.006051342003047466, 'Fear': 0.010966016910970211, 'Happy': 0.968719482421875, 'Neutral': 0.0031262580305337906, 'Sad': 0.0016631544567644596, 'Surprised': 0.004575352184474468}",They will be eventually.
TRAVIS,00:04:41,00:04:43,Happy,"{'Anger': 0.0038462048396468163, 'Calm': 0.0025262231938540936, 'Disgust': 0.008127904497087002, 'Fear': 0.014757058583199978, 'Happy': 0.9544835090637207, 'Neutral': 0.0028847334906458855, 'Sad': 0.001849600812420249, 'Surprised': 0.011524813249707222}",2020 might have something to say about that (laughs).
MARISHA,00:04:43,00:05:09,Sad,"{'Anger': 0.0009796449448913336, 'Calm': 0.0046007828786969185, 'Disgust': 0.09551722556352615, 'Fear': 0.2690759003162384, 'Happy': 0.01029657106846571, 'Neutral': 0.003073406172916293, 'Sad': 0.6126917004585266, 'Surprised': 0.0037647723220288754}","The chat will let us know. (laughter) With that, join us, next Tuesday, on July 7th, at 4:00pm Pacific, for our latest episode of Narrative Tal-- uh, Narrative Taliesin, featuring Telephone. (laughter) I don't know how words work anymore. I've been locked in a room. Yeah, you're doing a thing. You're doing your Narrative Telephone, and it's next."
TALIESIN,00:05:09,00:05:11,Happy,"{'Anger': 0.005165815819054842, 'Calm': 0.002008468145504594, 'Disgust': 0.007353894878178835, 'Fear': 0.010025604628026485, 'Happy': 0.9649501442909241, 'Neutral': 0.0034258656669408083, 'Sad': 0.0014546728925779462, 'Surprised': 0.0056154727935791016}",It's also in the future and in the past.
TALIESIN,00:05:11,00:05:12,Happy,"{'Anger': 0.011132900603115559, 'Calm': 0.007928211241960526, 'Disgust': 0.3847014904022217, 'Fear': 0.028353193774819374, 'Happy': 0.5188246369361877, 'Neutral': 0.0074627213180065155, 'Sad': 0.01675877906382084, 'Surprised': 0.024838069453835487}",That's true.
LAURA,00:05:12,00:05:14,Disgust,"{'Anger': 0.0016550641739740968, 'Calm': 0.0020869560539722443, 'Disgust': 0.9572120308876038, 'Fear': 0.003888750448822975, 'Happy': 0.00242988602258265, 'Neutral': 0.00294273323379457, 'Sad': 0.028035860508680344, 'Surprised': 0.001748586306348443}",Whoa.
MARISHA,00:05:14,00:05:20,Sad,"{'Anger': 0.00044854541192762554, 'Calm': 0.004193225875496864, 'Disgust': 0.024429690092802048, 'Fear': 0.2012111097574234, 'Happy': 0.008495141752064228, 'Neutral': 0.00350871030241251, 'Sad': 0.7554367184638977, 'Surprised': 0.0022768969647586346}","And that's it, that's it. I'm glad to be back. Holy shit. (laughter)"
MATT,00:05:20,00:05:25,Happy,"{'Anger': 0.003641837742179632, 'Calm': 0.0027575527783483267, 'Disgust': 0.009288258850574493, 'Fear': 0.012252839282155037, 'Happy': 0.9552291035652161, 'Neutral': 0.0038802004419267178, 'Sad': 0.0021043166052550077, 'Surprised': 0.010845831595361233}","Thank you, Marisha. And speaking of Narrative Taliesin, Taliesin, Liam, you guys wanted to talk a little bit."
TALIESIN,00:05:25,00:05:57,Disgust,"{'Anger': 0.026816345751285553, 'Calm': 0.00604686513543129, 'Disgust': 0.46395987272262573, 'Fear': 0.030152354389429092, 'Happy': 0.43616950511932373, 'Neutral': 0.010947270318865776, 'Sad': 0.017052404582500458, 'Surprised': 0.008855280466377735}","Yeah, yeah, I'll start this off. While we were on our imposed hiatus, we apparently released a third art book, in our series of art books, The Chronicles of Exandria. This one is kind of special, because the writing team, which was myself, Dani Carr, and whoever I could wrangle from the cast, and also Marisha's notes, which were very helpful, put together this book as The Mighty Nein, from Beau's point of view. It's got a lot of interesting narrative stuff, and I'm really excited for you all to see what we put together."
TALIESIN,00:05:57,00:05:58,Happy,"{'Anger': 0.004589884076267481, 'Calm': 0.0011885525891557336, 'Disgust': 0.008052912540733814, 'Fear': 0.008038061670958996, 'Happy': 0.97112637758255, 'Neutral': 0.004089769907295704, 'Sad': 0.0015593405114486814, 'Surprised': 0.0013550124131143093}","Oh, well."
LIAM,00:05:58,00:06:33,Disgust,"{'Anger': 0.00616023363545537, 'Calm': 0.0018554305424913764, 'Disgust': 0.957588791847229, 'Fear': 0.005052713677287102, 'Happy': 0.012140577659010887, 'Neutral': 0.003644791431725025, 'Sad': 0.011679962277412415, 'Surprised': 0.0018776347860693932}","This beautiful beast, the deluxe version is currently sold out in our shops, but we're going to try to get it restocked in the store, sometime later in the summer, but for now, the standard edition, you can find it, right now, through your favorite local bookstores and online through Amazon, Barnes & Noble. And since we're back, since we're in the past and in the future, and talking to you guys again, I just want to take a moment-- this is not the standard, it is still the deluxe-- but just to thank every artist who contributed to this. It was a work of love, from top to bottom, that wouldn't exist without you. I'm going to just gush and show a couple of like, uh--"
LIAM,00:06:33,00:06:47,Happy,"{'Anger': 0.02492152899503708, 'Calm': 0.008718051947653294, 'Disgust': 0.30811795592308044, 'Fear': 0.15850459039211273, 'Happy': 0.3974623680114746, 'Neutral': 0.017393743619322777, 'Sad': 0.07446099072694778, 'Surprised': 0.01042076013982296}","Some beautiful stuffs here. Here, we have a spread with art by Jonah Baumann, @GalacticJonah, as well as Meghan Pagliaroni, who I know better as @SmallTownInk, because I know people's handle first, because it's 2020. That's a beautiful spread."
MATT,00:06:47,00:06:49,Happy,"{'Anger': 0.002727105049416423, 'Calm': 0.0033392072655260563, 'Disgust': 0.09177219122648239, 'Fear': 0.331269770860672, 'Happy': 0.3779425024986267, 'Neutral': 0.012078857980668545, 'Sad': 0.17857524752616882, 'Surprised': 0.0022950232960283756}",Yeah!
MARISHA,00:06:49,00:06:51,Sad,"{'Anger': 0.0011049758177250624, 'Calm': 0.006369615439325571, 'Disgust': 0.45366838574409485, 'Fear': 0.013735340908169746, 'Happy': 0.0021999559830874205, 'Neutral': 0.005337156821042299, 'Sad': 0.5149049162864685, 'Surprised': 0.0026796681340783834}",Look at that.
TRAVIS,00:06:51,00:06:54,Sad,"{'Anger': 0.00034246291033923626, 'Calm': 0.0050749811343848705, 'Disgust': 0.046804819256067276, 'Fear': 0.016960328444838524, 'Happy': 0.0008678862941451371, 'Neutral': 0.0028006895445287228, 'Sad': 0.9255229830741882, 'Surprised': 0.001625841949135065}","(laughs) Oh, man."
MATT,00:06:54,00:06:56,Disgust,"{'Anger': 0.0017116975504904985, 'Calm': 0.002609709743410349, 'Disgust': 0.9406315088272095, 'Fear': 0.00510262930765748, 'Happy': 0.003722359659150243, 'Neutral': 0.0033987194765359163, 'Sad': 0.0410882867872715, 'Surprised': 0.001734966761432588}",It's so purty.
LIAM,00:06:56,00:06:59,Disgust,"{'Anger': 0.012313534505665302, 'Calm': 0.001892775297164917, 'Disgust': 0.9415534138679504, 'Fear': 0.0031237599905580282, 'Happy': 0.02961190976202488, 'Neutral': 0.0042548999190330505, 'Sad': 0.004998794756829739, 'Surprised': 0.002250922378152609}","I also flagged this one, with this great Yasha."
ASHLEY,00:06:59,00:07:00,Sad,"{'Anger': 0.0008638293365947902, 'Calm': 0.005690895952284336, 'Disgust': 0.3384706974029541, 'Fear': 0.018177248537540436, 'Happy': 0.0018784013809636235, 'Neutral': 0.004669265355914831, 'Sad': 0.6276410222053528, 'Surprised': 0.002608618466183543}",Hey!
LIAM,00:07:00,00:07:06,Happy,"{'Anger': 0.003482336876913905, 'Calm': 0.002835365943610668, 'Disgust': 0.025797197595238686, 'Fear': 0.01669844053685665, 'Happy': 0.934205949306488, 'Neutral': 0.005963607225567102, 'Sad': 0.0064468104392290115, 'Surprised': 0.004570372402667999}","Which is done by Azra or Azra, @Azraillu, I don't know how to pronounce that."
LIAM,00:07:06,00:07:16,Disgust,"{'Anger': 0.003990799654275179, 'Calm': 0.0013961675576865673, 'Disgust': 0.9748662710189819, 'Fear': 0.0024467790499329567, 'Happy': 0.007147314492613077, 'Neutral': 0.002576742321252823, 'Sad': 0.005982721224427223, 'Surprised': 0.0015931413508951664}","And then, one more I'm going to show, this one was done by Will Kirkby, and it was one that no one has seen before. It only exists in this book, and it's gorgeous."
SAM,00:07:16,00:07:17,Disgust,"{'Anger': 0.014012550935149193, 'Calm': 0.020507659763097763, 'Disgust': 0.5089523792266846, 'Fear': 0.010166765190660954, 'Happy': 0.04992484301328659, 'Neutral': 0.008389285765588284, 'Sad': 0.011451580561697483, 'Surprised': 0.3765948712825775}","Oh, really?"
LIAM,00:07:17,00:07:19,Happy,"{'Anger': 0.00450968137010932, 'Calm': 0.00213990337215364, 'Disgust': 0.006707646884024143, 'Fear': 0.02067374996840954, 'Happy': 0.952239453792572, 'Neutral': 0.002230486599728465, 'Sad': 0.0015914062969386578, 'Surprised': 0.009907706640660763}","Everyone looks sad, because something bad happened just moments before this."
SAM,00:07:19,00:07:23,Happy,"{'Anger': 0.0037613981403410435, 'Calm': 0.0025441779289394617, 'Disgust': 0.010396592319011688, 'Fear': 0.018611030653119087, 'Happy': 0.9499273300170898, 'Neutral': 0.0031352024525403976, 'Sad': 0.0025176159106194973, 'Surprised': 0.00910667423158884}","Spoilers, spoilers. Oh wow."
LIAM,00:07:23,00:07:40,Disgust,"{'Anger': 0.003555965144187212, 'Calm': 0.0013477986212819815, 'Disgust': 0.9758982062339783, 'Fear': 0.0022910982370376587, 'Happy': 0.005676661152392626, 'Neutral': 0.003069506958127022, 'Sad': 0.006867820397019386, 'Surprised': 0.0012929430231451988}","But just so layered and complicated, and the color is amazing. Will, you've outdone yourself again and again and again, and it's full, I'm just not going to give away the whole story. It's just everything, top to bottom, every page is gorgeous. Thank you, artists, always. That's it for me."
MATT,00:07:40,00:07:42,Sad,"{'Anger': 0.00033156940480694175, 'Calm': 0.005144261289387941, 'Disgust': 0.01863250508904457, 'Fear': 0.06763831526041031, 'Happy': 0.005147082731127739, 'Neutral': 0.004139739088714123, 'Sad': 0.8976038694381714, 'Surprised': 0.0013626470463350415}","Awesome, thank you. (cheering)"
SAM,00:07:42,00:07:43,Sad,"{'Anger': 0.00024849650799296796, 'Calm': 0.004505216609686613, 'Disgust': 0.008357993327081203, 'Fear': 0.07885430753231049, 'Happy': 0.0019061266211792827, 'Neutral': 0.0026489943265914917, 'Sad': 0.9020587801933289, 'Surprised': 0.0014200926525518298}","Good job, guys."
MATT,00:07:43,00:07:45,Happy,"{'Anger': 0.005173205863684416, 'Calm': 0.001640254515223205, 'Disgust': 0.004282244015485048, 'Fear': 0.009666903875768185, 'Happy': 0.9709414839744568, 'Neutral': 0.0024247344117611647, 'Sad': 0.0008551669889129698, 'Surprised': 0.005016063340008259}",We've got a few more things to talk about. It's been a while.
ALL,00:07:45,00:07:46,Disgust,"{'Anger': 0.003921336028724909, 'Calm': 0.0027839033864438534, 'Disgust': 0.9515257477760315, 'Fear': 0.005433183163404465, 'Happy': 0.00418581860139966, 'Neutral': 0.0025316744577139616, 'Sad': 0.02486218698322773, 'Surprised': 0.004756190348416567}",♪ It's been a while ♪
MATT,00:07:46,00:07:51,Disgust,"{'Anger': 0.010934581980109215, 'Calm': 0.011257090605795383, 'Disgust': 0.48613497614860535, 'Fear': 0.022914836183190346, 'Happy': 0.3903243839740753, 'Neutral': 0.009262626990675926, 'Sad': 0.018785225227475166, 'Surprised': 0.050386324524879456}","So we've got a little bit of catching up to do here. But, Laura, you're up next."
LAURA,00:07:51,00:08:07,Happy,"{'Anger': 0.006577187683433294, 'Calm': 0.004051461815834045, 'Disgust': 0.3273810148239136, 'Fear': 0.1903529316186905, 'Happy': 0.4059014916419983, 'Neutral': 0.004500179551541805, 'Sad': 0.054081834852695465, 'Surprised': 0.007153826300054789}","I'm up! Okay, so, you guys-- (laughs) so we've been working on this thing for a while, and we've been holding onto it, because this is for the 100th episode. And now we can finally show it to you. It is a spell scroll."
