speaker,start_time,end_time,emotion,scores,text
MARISHA,00:04:33,00:06:00,happy,"{'angry': 0.015406596474349499, 'calm': 0.000942706479690969, 'disgust': 0.006755437236279249, 'fearful': 0.005909408442676067, 'happy': 0.968124508857727, 'sad': 0.0001959236105903983, 'surprised': 0.002665456850081682}","Nope. Nope. Just wait it out a little longer. Also, if you're watching this episode live on Twitch as it is airing, you should totally stay tuned during the break. We have a special viewing over our newest project, which is Crit Recap Animated. (cheering) Yeah, it's going to be airing during the break. Yeah, really excited about this one. Crit Recap Animated is a series of short videos that's going to be breaking down our Mighty Nein arc in-- sorry, our campaign in little arcs, those are the words. And it is a narrated by our local resident Lore Keeper, Dani Carr, who we all love. (cheering) Yeah, the episodes feature animation by Offworld Studios and the writing team-- Aww, they added the writing team of myself, Dani, and producer, Kyle Shire. (cheering) Yeah, written in-house, of course. And yeah, our first episode is an introduction to the characters of the Mighty Nein. So if you miss it live during the break, look for it on YouTube on Wednesday. Yeah. But we're hoping that these are little ways that people can quickly get caught up with the series as they come out. That way you can pick up as they come out and get refreshers on the arcs. It's super cute. You guys are going to love it. Those are my announcements."
MARISHA,00:06:00,00:06:01,happy,"{'angry': 0.002027712529525161, 'calm': 0.001752240932546556, 'disgust': 0.0022084328811615705, 'fearful': 0.004835946951061487, 'happy': 0.9843919277191162, 'sad': 0.0002674303250387311, 'surprised': 0.004516406450420618}",You're welcome.
MARISHA,00:06:01,00:06:03,fearful,"{'angry': 0.0008845351403579116, 'calm': 0.002238642191514373, 'disgust': 0.002895580604672432, 'fearful': 0.8852968215942383, 'happy': 0.09131456911563873, 'sad': 0.01581895537674427, 'surprised': 0.0015509483637288213}",Thank you!
MATT,00:06:03,00:06:08,happy,"{'angry': 0.0020589972846210003, 'calm': 0.002057572128251195, 'disgust': 0.0045264605432748795, 'fearful': 0.031304772943258286, 'happy': 0.8745311498641968, 'sad': 0.00205938215367496, 'surprised': 0.0834617167711258}","More announcements from Laura. Laura, go."
LAURA,00:06:08,00:06:17,happy,"{'angry': 0.0020301800686866045, 'calm': 0.0014858825597912073, 'disgust': 0.00112060212995857, 'fearful': 0.004076172597706318, 'happy': 0.9856303334236145, 'sad': 0.000167911930475384, 'surprised': 0.0054889279417693615}",This is just-- Hi guys. (laughter) So first thing I want to talk about is-- hold on. Should I take it off the hanger?
SAM,00:06:17,00:06:18,sad,"{'angry': 0.00015823362627997994, 'calm': 0.002566011855378747, 'disgust': 0.0075596170499920845, 'fearful': 0.034735411405563354, 'happy': 0.00021967141947243363, 'sad': 0.9539347887039185, 'surprised': 0.0008263095514848828}","Uh, maybe?"
LAURA,00:06:18,00:06:20,fearful,"{'angry': 0.0013437607558444142, 'calm': 0.004768422804772854, 'disgust': 0.02800358645617962, 'fearful': 0.7343443632125854, 'happy': 0.059509944170713425, 'sad': 0.16331225633621216, 'surprised': 0.008717624470591545}","No, I'll keep it on the hanger."
MATT,00:06:20,00:06:23,happy,"{'angry': 0.0022468483075499535, 'calm': 0.01459970511496067, 'disgust': 0.016611482948064804, 'fearful': 0.3007670044898987, 'happy': 0.6388375163078308, 'sad': 0.024599837139248848, 'surprised': 0.002337674144655466}",What?
LAURA,00:06:23,00:06:26,happy,"{'angry': 0.0055164759978652, 'calm': 0.0009818030521273613, 'disgust': 0.0013828777009621263, 'fearful': 0.005629429593682289, 'happy': 0.9852285385131836, 'sad': 0.00010093795572174713, 'surprised': 0.0011599879944697022}",Our Critical Role Cobalt Soul varsity jacket.
TRAVIS,00:06:26,00:06:27,sad,"{'angry': 0.00027655187295749784, 'calm': 0.026706397533416748, 'disgust': 0.022664213553071022, 'fearful': 0.007523559499531984, 'happy': 0.00031144250533543527, 'sad': 0.9415900707244873, 'surprised': 0.0009277336066588759}",So good.
LAURA,00:06:27,00:06:33,disgust,"{'angry': 0.0158802792429924, 'calm': 0.006974474526941776, 'disgust': 0.40866610407829285, 'fearful': 0.16829441487789154, 'happy': 0.3403332531452179, 'sad': 0.05116105079650879, 'surprised': 0.00869037862867117}","Ooh, what?! Now you can be a Expositor in real life."
MATT,00:06:33,00:06:34,happy,"{'angry': 0.0029894928447902203, 'calm': 0.0020066113211214542, 'disgust': 0.0013209519675001502, 'fearful': 0.003823499195277691, 'happy': 0.987818717956543, 'sad': 0.00014426259440369904, 'surprised': 0.0018964208429679275}",That's really cool.
LAURA,00:06:34,00:06:42,happy,"{'angry': 0.10573602467775345, 'calm': 0.13014140725135803, 'disgust': 0.1383262723684311, 'fearful': 0.02384750172495842, 'happy': 0.5859814286231995, 'sad': 0.012394137680530548, 'surprised': 0.00357320555485785}","This is amazing, and it's available right now in our US, UK, and Australian shops."
TRAVIS,00:06:42,00:06:43,fearful,"{'angry': 0.001578992116264999, 'calm': 0.045183148235082626, 'disgust': 0.03510810434818268, 'fearful': 0.5147196650505066, 'happy': 0.09786099195480347, 'sad': 0.303484171628952, 'surprised': 0.0020649279467761517}",Shops.
MARISHA,00:06:43,00:06:44,disgust,"{'angry': 0.0015495242550969124, 'calm': 0.0006363927968777716, 'disgust': 0.9419813752174377, 'fearful': 0.007282390259206295, 'happy': 0.0023762851487845182, 'sad': 0.043703511357307434, 'surprised': 0.002470526145771146}",Mighty Nein patch.
LAURA,00:06:44,00:07:08,happy,"{'angry': 0.023156804963946342, 'calm': 0.001462346757762134, 'disgust': 0.023811794817447662, 'fearful': 0.01826661266386509, 'happy': 0.9302079677581787, 'sad': 0.000733138236682862, 'surprised': 0.0023613800294697285}","Stores shops. Also, we-- get off me. Also, we recently announced our partnership with Sideshow. Also, we recently announced our partnership with Sideshow. You guys may know them as the amazing creators of museum quality statues, and art prints, and figures, and all of that. And we have, I'm nervous because I'm so excited about these things."
MARISHA,00:07:08,00:07:09,happy,"{'angry': 0.0024772766046226025, 'calm': 0.002680709585547447, 'disgust': 0.0029601033311337233, 'fearful': 0.01326376385986805, 'happy': 0.6051322221755981, 'sad': 0.0018019863637164235, 'surprised': 0.37168392539024353}",I know.
LAURA,00:07:09,00:07:19,happy,"{'angry': 0.005990440025925636, 'calm': 0.0010064287343993783, 'disgust': 0.0017750331899151206, 'fearful': 0.003265240229666233, 'happy': 0.9841969609260559, 'sad': 0.00010413586278446019, 'surprised': 0.003661866532638669}",We have our first releases in the studio today that we're going to show you guys. So first off we have our Mighty Nein-- don't pull-- don't do anything yet.
MARISHA,00:07:19,00:07:20,happy,"{'angry': 0.0009209869895130396, 'calm': 0.0019824146293103695, 'disgust': 0.001934814965352416, 'fearful': 0.051332637667655945, 'happy': 0.9377776980400085, 'sad': 0.001305876881815493, 'surprised': 0.004745627753436565}","Okay, okay, okay."
LAURA,00:07:20,00:07:32,happy,"{'angry': 0.013208985328674316, 'calm': 0.0006882905727252364, 'disgust': 0.001608454855158925, 'fearful': 0.004451695829629898, 'happy': 0.978186309337616, 'sad': 6.819631380494684e-05, 'surprised': 0.0017879887018352747}","Everybody just hold on. We have our Mighty Nein, ""This Is How We Roll"" fine art print by the incredible Ian MacDonald, which is available for pre-order right this moment."
MATT,00:07:32,00:07:34,disgust,"{'angry': 0.0019654377829283476, 'calm': 0.0005569250206463039, 'disgust': 0.9611920118331909, 'fearful': 0.004615829326212406, 'happy': 0.0018636523745954037, 'sad': 0.02783956192433834, 'surprised': 0.001966621959581971}",That's so awesome.
MARISHA,00:07:34,00:07:35,happy,"{'angry': 0.0018292305758222938, 'calm': 0.0018181968480348587, 'disgust': 0.001457196893170476, 'fearful': 0.00754125602543354, 'happy': 0.9337500929832458, 'sad': 0.00048037790111266077, 'surprised': 0.05312367156147957}","Wait, does it come with the matting?"
LAURA,00:07:35,00:07:37,happy,"{'angry': 0.001367169781588018, 'calm': 0.0018211500719189644, 'disgust': 0.0010893194703385234, 'fearful': 0.00636668223887682, 'happy': 0.9825286865234375, 'sad': 0.0002729287662077695, 'surprised': 0.006554042920470238}",I think that's how it comes.
MARISHA,00:07:37,00:07:38,happy,"{'angry': 0.0010863099014386535, 'calm': 0.0026161998976022005, 'disgust': 0.002233506180346012, 'fearful': 0.010922911576926708, 'happy': 0.9759519100189209, 'sad': 0.0006836683605797589, 'surprised': 0.006505556870251894}","Wait, what?!"
TRAVIS,00:07:38,00:07:40,surprised,"{'angry': 0.0018183657666668296, 'calm': 0.00030855549266561866, 'disgust': 0.007076052017509937, 'fearful': 0.0011459996458142996, 'happy': 0.0071335542015731335, 'sad': 0.00132804608438164, 'surprised': 0.9811893701553345}",That's beautiful. Holy shit.
LIAM,00:07:40,00:07:42,sad,"{'angry': 0.0008105011656880379, 'calm': 0.0012488890206441283, 'disgust': 0.12418205291032791, 'fearful': 0.07836372405290604, 'happy': 0.0008227566140703857, 'sad': 0.7930382490158081, 'surprised': 0.0015337561490014195}",So gorgeous. I'll put this on my wall.
LIAM,00:07:42,00:07:43,happy,"{'angry': 0.004624329507350922, 'calm': 0.0010174841154366732, 'disgust': 0.002055476186797023, 'fearful': 0.004880326800048351, 'happy': 0.905655026435852, 'sad': 0.0002793444728013128, 'surprised': 0.08148795366287231}",Yeah.
LAURA,00:07:43,00:08:03,happy,"{'angry': 0.006074937060475349, 'calm': 0.0005592596717178822, 'disgust': 0.0021241065114736557, 'fearful': 0.019198989495635033, 'happy': 0.9685348272323608, 'sad': 0.0002124149032169953, 'surprised': 0.0032954183407127857}","Second, that I should talk about, is starting on January 14th, that's the day we come back from our break. You can pre-order our first-- Whoa, you're so tall. You can pre-order our first two collectible figures, Fjord and Beau!"
MARISHA,00:08:03,00:08:07,fearful,"{'angry': 0.004389120265841484, 'calm': 0.0025171362794935703, 'disgust': 0.04549093917012215, 'fearful': 0.8000243902206421, 'happy': 0.08497835695743561, 'sad': 0.059634704142808914, 'surprised': 0.002965417690575123}","Oh, you go first, you go first!"
LIAM,00:08:07,00:08:11,disgust,"{'angry': 0.004729437176138163, 'calm': 0.0003961366892326623, 'disgust': 0.9767767786979675, 'fearful': 0.0037179456558078527, 'happy': 0.003977535292506218, 'sad': 0.008512345142662525, 'surprised': 0.0018898191628977656}",Look at the beast!
ASHLEY,00:08:11,00:08:13,happy,"{'angry': 0.0011208965443074703, 'calm': 0.002273061778396368, 'disgust': 0.0019575899932533503, 'fearful': 0.01114404946565628, 'happy': 0.9710941910743713, 'sad': 0.0006852399674244225, 'surprised': 0.011724908836185932}",Oh my god!
LAURA,00:08:13,00:08:18,happy,"{'angry': 0.008300590328872204, 'calm': 0.0017198320711031556, 'disgust': 0.01857314631342888, 'fearful': 0.04173528403043747, 'happy': 0.8820500373840332, 'sad': 0.002603868255391717, 'surprised': 0.04501718655228615}","You guys, they are so amazing. Yeah, bring it in Marisha, bring it in more so you can see them."
MARISHA,00:08:18,00:08:25,happy,"{'angry': 0.008237392641603947, 'calm': 0.0009572291746735573, 'disgust': 0.009253466501832008, 'fearful': 0.01302716601639986, 'happy': 0.909166157245636, 'sad': 0.000743722717743367, 'surprised': 0.05861489847302437}","I'm sorry. I'm sorry. And the blue, I know-- I'll use my pasty arm as a backdrop. There we go."
TRAVIS,00:08:25,00:08:26,happy,"{'angry': 0.0016611512983217835, 'calm': 0.0018622985808178782, 'disgust': 0.001620059716515243, 'fearful': 0.007582893129438162, 'happy': 0.9851127862930298, 'sad': 0.0002704727230593562, 'surprised': 0.001890307292342186}",-- fucker.
MARISHA,00:08:26,00:08:27,sad,"{'angry': 0.0006106314831413329, 'calm': 0.0014366080285981297, 'disgust': 0.15344040095806122, 'fearful': 0.022967858240008354, 'happy': 0.0004055627796333283, 'sad': 0.8191356658935547, 'surprised': 0.0020032981410622597}",Yeah.
ASHLEY,00:08:27,00:08:29,surprised,"{'angry': 0.002396706258878112, 'calm': 0.000308818620396778, 'disgust': 0.006484963931143284, 'fearful': 0.0016307536279782653, 'happy': 0.014663254842162132, 'sad': 0.0010994483018293977, 'surprised': 0.9734160900115967}",Oh my god.
LAURA,00:08:29,00:08:34,happy,"{'angry': 0.0012902779271826148, 'calm': 0.002233788836747408, 'disgust': 0.0015121398027986288, 'fearful': 0.008850233629345894, 'happy': 0.9824220538139343, 'sad': 0.0003765530127566308, 'surprised': 0.003315022913739085}",Woo! Fjord is so attractive.
TRAVIS,00:08:34,00:08:39,sad,"{'angry': 0.000400642427848652, 'calm': 0.044186513870954514, 'disgust': 0.006865845527499914, 'fearful': 0.1044088676571846, 'happy': 0.012570223771035671, 'sad': 0.7814585566520691, 'surprised': 0.050109490752220154}",I don't want to drop him. He's casting a spell on you. (laughter)
MATT,00:08:39,00:08:40,happy,"{'angry': 0.0009984313510358334, 'calm': 0.023181594908237457, 'disgust': 0.00944590289145708, 'fearful': 0.3679705858230591, 'happy': 0.5288995504379272, 'sad': 0.05458906292915344, 'surprised': 0.014914794825017452}",(exaggerated southern accent) Eldritch Blast.
LAURA,00:08:40,00:08:56,happy,"{'angry': 0.007863335311412811, 'calm': 0.0008169653010554612, 'disgust': 0.0037377437110990286, 'fearful': 0.0034489219542592764, 'happy': 0.979832649230957, 'sad': 0.0001300102740060538, 'surprised': 0.004170440603047609}",So that's happening. Pretty amazing. More reveals are coming soon. Check out side.show/criticalrole to RSVP to be notified of pre-order launches.
SAM,00:08:56,00:08:59,sad,"{'angry': 0.0003322777047287673, 'calm': 0.16837097704410553, 'disgust': 0.008973300457000732, 'fearful': 0.04595160484313965, 'happy': 0.0023601148277521133, 'sad': 0.7733114957809448, 'surprised': 0.0007002552738413215}",Did you just say side dot show slash?
LAURA,00:08:59,00:09:01,happy,"{'angry': 0.00570922764018178, 'calm': 0.001447169459424913, 'disgust': 0.002350043272599578, 'fearful': 0.005802883300930262, 'happy': 0.6196129322052002, 'sad': 0.0005551904905587435, 'surprised': 0.3645225763320923}",Side.show/
SAM,00:09:01,00:09:02,happy,"{'angry': 0.0021489448845386505, 'calm': 0.0018614496802911162, 'disgust': 0.0018142085755243897, 'fearful': 0.007030724547803402, 'happy': 0.906117856502533, 'sad': 0.0005557187832891941, 'surprised': 0.08047113567590714}","That's their website, side.show?"
SAM,00:09:02,00:09:04,surprised,"{'angry': 0.0016607488505542278, 'calm': 0.0005776120815426111, 'disgust': 0.001324741286225617, 'fearful': 0.0007913036388345063, 'happy': 0.005203315056860447, 'sad': 0.0010074463207274675, 'surprised': 0.9894348978996277}",Cool.
TRAVIS,00:09:04,00:09:12,happy,"{'angry': 0.005403145216405392, 'calm': 0.0018321064999327064, 'disgust': 0.0030019162222743034, 'fearful': 0.005902986042201519, 'happy': 0.9801974296569824, 'sad': 0.0002517044194974005, 'surprised': 0.0034106585662811995}","That's awesome. Mercer and I were talking about this: First place we go when we go to Comic-Con every year is the Sideshow booth, because it is the hottest thing ever. So this is--"
MATT,00:09:12,00:09:14,sad,"{'angry': 0.0016453168354928493, 'calm': 0.012664420530200005, 'disgust': 0.31114187836647034, 'fearful': 0.05538691207766533, 'happy': 0.005578901153057814, 'sad': 0.612326979637146, 'surprised': 0.001255640061572194}",For years and years and years.
MATT,00:09:14,00:09:17,surprised,"{'angry': 0.00655273487791419, 'calm': 0.0005426005809567869, 'disgust': 0.2311372607946396, 'fearful': 0.0030525752808898687, 'happy': 0.012185785919427872, 'sad': 0.006179681979119778, 'surprised': 0.7403493523597717}",It really is.
LIAM,00:09:17,00:09:19,surprised,"{'angry': 0.003969711717218161, 'calm': 0.001642923685722053, 'disgust': 0.015662556514143944, 'fearful': 0.010840237140655518, 'happy': 0.08755170553922653, 'sad': 0.005447427276521921, 'surprised': 0.8748854398727417}",You can zap a man's eye out with that Fjord sword there.
LIAM,00:09:19,00:09:23,fearful,"{'angry': 0.0005788824637420475, 'calm': 0.004045023582875729, 'disgust': 0.013823889195919037, 'fearful': 0.6159701347351074, 'happy': 0.004788586869835854, 'sad': 0.360161155462265, 'surprised': 0.0006322803092189133}",Ah. (lip pop)
LAURA,00:09:23,00:09:24,disgust,"{'angry': 0.0022861750330775976, 'calm': 0.0006586562376469374, 'disgust': 0.938827633857727, 'fearful': 0.009569362737238407, 'happy': 0.002737980103120208, 'sad': 0.04393727332353592, 'surprised': 0.0019829513039439917}",So yeah.
LAURA,00:09:24,00:09:26,sad,"{'angry': 0.0006037403363734484, 'calm': 0.0030213440768420696, 'disgust': 0.04754411429166794, 'fearful': 0.21473637223243713, 'happy': 0.0020839234348386526, 'sad': 0.7312225699424744, 'surprised': 0.0007879855111241341}",That's all I got.
MATT,00:09:26,00:09:29,happy,"{'angry': 0.003345249919220805, 'calm': 0.00575296999886632, 'disgust': 0.015748407691717148, 'fearful': 0.09011677652597427, 'happy': 0.486873984336853, 'sad': 0.017573950812220573, 'surprised': 0.38058868050575256}","Thank you guys. Ah, it's so cool!"
SAM,00:09:29,00:09:31,disgust,"{'angry': 0.0020016056951135397, 'calm': 0.002303683664649725, 'disgust': 0.618495523929596, 'fearful': 0.06297371536493301, 'happy': 0.005499677732586861, 'sad': 0.30647292733192444, 'surprised': 0.0022528236731886864}","Oh, Matt. Quick update by the way."
MATT,00:09:31,00:09:32,happy,"{'angry': 0.001937568886205554, 'calm': 0.004949764348566532, 'disgust': 0.002900071209296584, 'fearful': 0.005105812568217516, 'happy': 0.9784727096557617, 'sad': 0.0005471891490742564, 'surprised': 0.0060869259759783745}",Yeah? Where we at?
TALIESIN,00:09:32,00:09:33,sad,"{'angry': 0.00021074939286336303, 'calm': 0.005272075068205595, 'disgust': 0.010166533291339874, 'fearful': 0.11379026621580124, 'happy': 0.0008227904909290373, 'sad': 0.8691183924674988, 'surprised': 0.0006192538421601057}",Oh.
SAM,00:09:33,00:09:36,disgust,"{'angry': 0.03317904844880104, 'calm': 0.003002951852977276, 'disgust': 0.7683965563774109, 'fearful': 0.06008785590529442, 'happy': 0.10562177747488022, 'sad': 0.026053380221128464, 'surprised': 0.003658403642475605}",Over-steeped. I failed it. It was a fail.
SAM,00:09:36,00:09:38,disgust,"{'angry': 0.011711201630532742, 'calm': 0.001360028749331832, 'disgust': 0.7711299657821655, 'fearful': 0.11012045294046402, 'happy': 0.018661808222532272, 'sad': 0.08254002779722214, 'surprised': 0.004476421047002077}",Sorry.
MATT,00:09:38,00:09:39,sad,"{'angry': 0.00014908250886946917, 'calm': 0.05581193044781685, 'disgust': 0.003147296141833067, 'fearful': 0.009847624227404594, 'happy': 0.00025859574088826776, 'sad': 0.9298073053359985, 'surprised': 0.0009782069828361273}",That's okay. Well.
SAM,00:09:39,00:09:40,fearful,"{'angry': 0.0010207542218267918, 'calm': 0.005367070436477661, 'disgust': 0.004309503361582756, 'fearful': 0.8454396724700928, 'happy': 0.09089798480272293, 'sad': 0.044126514345407486, 'surprised': 0.00883855577558279}",I'll just roll again.
MATT,00:09:40,00:09:42,surprised,"{'angry': 0.003861479926854372, 'calm': 0.0019130767323076725, 'disgust': 0.0028580566868185997, 'fearful': 0.007528511807322502, 'happy': 0.3256450593471527, 'sad': 0.0013317030388861895, 'surprised': 0.6568621397018433}",Yeah. Just roll up some new characters and we'll try a campaign.
SAM,00:09:42,00:09:43,calm,"{'angry': 0.0005666561773978174, 'calm': 0.9770388007164001, 'disgust': 0.0009591042180545628, 'fearful': 0.0011734055588021874, 'happy': 0.0026315595023334026, 'sad': 0.01723065972328186, 'surprised': 0.00039973939419724047}",That's the whole game.
